poly_id,mncplty,park_name,park_size_ha,total_observations,total_observers,family_count_observations,order_count_observations,species_count_observations,geometry
Hollywood_Poinciana Park & Poinciana Dog Park,Hollywood,Poinciana Park & Poinciana Dog Park,1.050645093,NA,NA,NA,NA,NA,"list(c(-80.1483386166938, -80.1483977698759, -80.1479409758587, -80.1478752501009, -80.1478522460858, -80.1483386166938, 25.998337933767, 26.00019582014, 26.0002105885942, 26.0001396999967, 25.9983083963857, 25.998337933767))"
Hollywood_Rainbow Tot Lot,Hollywood,Rainbow Tot Lot,0.03965486,NA,NA,NA,NA,NA,"list(c(-80.1842986777067, -80.1839495537521, -80.1839530921709, -80.1842904213974, -80.1842986777067, 26.0435215745174, 26.0435342910385, 26.043517335677, 26.0433318862568, 26.0435215745174))"
Hollywood_Rose's Garden,Hollywood,Rose's Garden,0.28337387501964073,2,1,2,2,2,"list(c(-80.1550231432892, -80.1544008612289, -80.1543892080068, -80.1550114900672, -80.1550231432892, 26.0074739779759, 26.0074928296992, 26.0070801857406, 26.0070676178816, 26.0074739779759))"
Hollywood_Rotary Park,Hollywood,Rotary Park,7.112721549271215,NA,NA,NA,NA,NA,"list(c(-80.1715230265317, -80.169532481436, -80.1694868964336, -80.1696844314432, -80.1698515764511, -80.1700035264589, -80.1700415139604, -80.170056708961, -80.1700643064613, -80.1714774415299, -80.1715610140338, -80.1715230265317, 26.025666582795, 26.025700718267, 26.0238642157542, 26.0237686349118, 26.0235979546402, 26.023352174614, 26.0231610120161, 26.0227513768282, 26.0221232667627, 26.0220823029452, 26.0241373034498, 26.025666582795))"
Hollywood_Sailor's Point,Hollywood,Sailor's Point,0.8014567652359282,NA,NA,NA,NA,NA,"list(c(-80.123676587638, -80.1231243918119, -80.1231043847169, -80.1230863783315, -80.1230603691074, -80.1230463641409, -80.123076374784, -80.1231864138069, -80.1233504719869, -80.123742611052, -80.123746612471, -80.1236485777044, -80.123676587638, 26.0175811479382, 26.0176009254589, 26.0170723251197, 26.0167846504658, 26.0167774585904, 26.0167127316921, 26.0165347325376, 26.0164196622333, 26.0163711169149, 26.0163765108401, 26.0169033163461, 26.0169033163461, 26.0175811479382))"
Hollywood_Sal Oliveri Veterans Park,Hollywood,Sal Oliveri Veterans Park,0.48984463435874986,NA,NA,NA,NA,NA,"list(c(-80.1912718095781, -80.1907827038297, -80.1907584219843, -80.1912614030729, -80.1912718095781, 26.0123539587937, 26.0123586349546, 26.0114717198508, 26.0114639261917, 26.0123539587937))"
Hollywood_Seminole Park,Hollywood,Seminole Park,0.9315368273861377,NA,NA,NA,NA,NA,"list(c(-80.217681566659, -80.2168198196137, -80.2167797383556, -80.2168097992994, -80.2168799415006, -80.2170436066373, -80.2173809572245, -80.217681566659, -80.217681566659, 26.0401257982193, 26.0401618106965, 26.039369533657, 26.0392494912146, 26.0391924710118, 26.0391894699477, 26.0391894699477, 26.0391954720758, 26.0401257982193))"
Hollywood_Stan Goldman Memorial Park,Hollywood,Stan Goldman Memorial Park,7.143579389476742,13,10,10,8,11,"list(c(-80.1698599569532, -80.1693771593305, -80.1693878881664, -80.1686583273143, -80.1686046831341, -80.1679609529705, -80.167864393446, -80.1681004278394, -80.1680682419393, -80.1684330223651, -80.1686905144308, -80.168776345119, -80.168776345119, -80.1688085316273, -80.1696024654957, -80.169613194332, -80.1698599569532, 26.0183433925036, 26.0183337509956, 26.0178902407655, 26.0179288069394, 26.015614814102, 26.0156051723699, 26.0130404434721, 26.0130404434721, 26.0114591574098, 26.0114495153364, 
26.0118834078616, 26.0121630266392, 26.0131175822772, 26.0142842508506, 26.0152677145263, 26.0171864091576, 26.0183433925036))"
Hollywood_Water View Park,Hollywood,Water View Park,0.33567928006279485,NA,NA,NA,NA,NA,"list(c(-80.1623113413287, -80.1622039759047, -80.1621127152949, -80.161906036854, -80.1619114051256, -80.1622496062097, -80.1622737634303, -80.162617332786, -80.1625475452604, -80.1624106543455, -80.1623113413287, 26.0284957642594, 26.0285271189497, 26.0286284186616, 26.028640478146, 26.0279820285216, 26.0279772047013, 26.0280592096212, 26.0280592096212, 26.0282449264337, 26.0282280430994, 26.0284957642594))"
Hollywood_Zinkil Park,Hollywood,Zinkil Park,2.3957642732918067,6,1,5,3,6,"list(c(-80.1991354720683, -80.1974719314658, -80.197437513384, -80.1990857570622, -80.1991354720683, 26.0039838105809, 26.0040147442941, 26.0027223955478, 26.0026742759054, 26.0039838105809))"
Lauderale by the Sea_Friedt Park,Lauderale by the Sea,NA,0.7541840039206305,1,1,1,1,1,"list(c(-80.0978953419075, -80.0972772582454, -80.0974527311493, -80.0977827249692, -80.0978953419075, 26.1933582800027, 26.1932901284628, 26.1918847878217, 26.1919012383953, 26.1933582800027))"
Lauderdale by the Sea_El Prado Park,Lauderdale by the Sea,El Prado Park,0.23829693446680122,NA,NA,NA,NA,NA,"list(c(-80.095423645087, -80.0949406872357, -80.0949557209428, -80.0954555917158, -80.095423645087, 26.1924196349352, 26.1923724199335, 26.1919255627159, 26.1919980717392, 26.1924196349352))"
Lauderdale by the Sea_Patrick Behan Park,Lauderdale by the Sea,NA,0.820530676,NA,NA,NA,NA,NA,"list(c(-80.1729814990272, -80.171897275621, -80.1718820355331, -80.1729684360948, -80.1729814990272, 25.9892331071121, 25.9892350641057, 25.9885677273858, 25.9885403293159, 25.9892331071121))"
Lauderdale by the Sea_Raymond P. Olgesby Preserve-Pembroke Park Preserve,Lauderdale by the Sea,NA,8.363864519835165,6,2,6,6,5,"list(c(-80.1946951237192, -80.1947030913026, -80.1937708840272, -80.1937947867783, -80.1936991757752, -80.1936991757752, -80.1937947867783, -80.1938824301971, -80.1939063329476, -80.1929581905052, -80.1929024174202, -80.1911814193738, -80.1911097111218, -80.1928944498367, -80.1929024174202, -80.1946951237192, 25.9812746963307, 25.9824349925645, 25.9824493171377, 25.9834018973458, 25.9834018973458, 25.9835881151305, 25.9836597372775, 25.9836597372775, 25.9841181179815, 25.9841324423496, 25.9828145931674, 
25.9828360799571, 25.9805656207735, 25.9805584583724, 25.9813033457592, 25.9812746963307))"
Lauderdale by the Sea_Washingtonia Park,Lauderdale by the Sea,Washingtonia Park,0.8167225126377137,4,4,4,4,4,"list(c(-80.0950606069403, -80.0944364086959, -80.0944674891062, -80.0945400100643, -80.0946565616036, -80.095254859506, -80.0950606069403, 26.195062254191, 26.1950204216717, 26.1947113253721, 26.1943650435797, 26.1938560771984, 26.1939072063421, 26.195062254191))"
Lauderdale Lakes_Cypress Preserve Conservation Park,Lauderdale Lakes,Cypress Preserve Conservation Park,3.131802217575888,NA,NA,NA,NA,NA,"list(c(-80.2174047529057, -80.2171459131981, -80.2171134285364, -80.2171134285364, -80.2171276825146, -80.2190225906462, -80.2190343510142, -80.2190726507852, -80.2188145819395, -80.2183081385, -80.2183172636071, -80.2172724388542, -80.2172861265145, -80.2174047529057, 26.1579867753661, 26.1579899200702, 26.1575282564788, 26.1562647467816, 26.1557203240176, 26.1556795336932, 26.1559512667854, 26.156895819292, 26.1568564766642, 26.1568605719687, 26.1572168629472, 26.15724552999, 26.1577533450098, 
26.1579867753661))"
Lauderdale Lakes_Northgate Neighborhood Park,Lauderdale Lakes,Northgate Neighborhood Park,1.362773327,NA,NA,NA,NA,NA,"list(c(-80.196575783519, -80.1950164036762, -80.1950040263762, -80.1957277232137, -80.1961919125989, -80.1963344589464, -80.1964331448781, -80.1968132684698, -80.1968132684698, -80.196575783519, 26.1661055907968, 26.1661123173962, 26.1654181243458, 26.1654345267643, 26.1654443682148, 26.1654542096638, 26.1654082828938, 26.1654017219251, 26.1661037434769, 26.1661055907968))"
Lauderdale Lakes_Otis Grey Neigborhood Park,Lauderdale Lakes,Otis Grey Neigborhood Park,2.5312308478255185,NA,NA,NA,NA,NA,"list(c(-80.2169928543775, -80.2158034474374, -80.2155048076562, -80.2154674776833, -80.214814203161, -80.214814203161, -80.2147706515265, -80.2146275532981, -80.2145653366765, -80.2145653366765, -80.2142729185575, -80.2142490091554, -80.2130472511204, -80.2130624233883, -80.2161203161764, -80.2169794221577, -80.2169928543775, 26.1587544246507, 26.1587732986009, 26.1587788830141, 26.1585108308792, 26.158516415305, 26.158577843971, 26.1585945972379, 26.1585387530054, 26.1585275841557, 26.1584829087474, 
26.1584661554644, 26.1587723947574, 26.1587900518398, 26.1581192348626, 26.1581059117376, 26.1581137158723, 26.1587544246507))"
Lauderdale Lakes_Vincent Torres Memorial Park,Lauderdale Lakes,Vincent Torres Memorial Park,3.990241183644376,NA,NA,NA,NA,NA,"list(c(-80.1981248493931, -80.195801464166, -80.1934366122076, -80.1934260751969, -80.1957913750992, -80.195795726997, -80.1959863489293, -80.196239838873, -80.1967375734642, -80.1967722158467, -80.1974824384323, -80.1981380058161, -80.1981248493931, 26.1542783910339, 26.1542922342832, 26.1542997039377, 26.1535241017994, 26.1535336631254, 26.1531626080467, 26.1531576158746, 26.1531559432085, 26.1531492783716, 26.1537770729385, 26.1537839368286, 26.1537711770001, 26.1542783910339))"
"Lauderdale Lakes_Willie L. Webb, Sr. Park",Lauderdale Lakes,"Willie L. Webb, Sr. Park",3.553477256,NA,NA,NA,NA,NA,"list(c(-80.2071435428417, -80.2072547617016, -80.2072417199175, -80.2072604612577, -80.2070792949657, -80.2070792949657, -80.2063421355705, -80.2063296413435, -80.2052239022503, -80.2051637161963, -80.205176756848, -80.2052271467759, -80.2052159721653, -80.2052144773045, -80.2051496246736, -80.2051637078087, -80.2051953540127, -80.2052164950567, -80.205217017948, -80.2051468008573, -80.2052080366151, -80.2052031631845, -80.2052180637307, -80.2051448174414, -80.2051444348695, -80.2052075227761, -80.2052228641937, 
-80.2052282372086, -80.2051783248162, -80.2051991227394, -80.2052457445311, -80.2052736508147, -80.2056114435266, -80.206204100838, -80.2071435428417, 26.1710498554652, 26.1712358512298, 26.1719024540772, 26.1725920671804, 26.1725808539918, 26.1725416078236, 26.1725191814356, 26.1725976737746, 26.1725752473974, 26.1725239760199, 26.1724147658151, 26.1724372031283, 26.1722097078593, 26.1721066233881, 26.1720464118476, 26.1720305708429, 26.1720462546235, 26.1720303350066, 26.1717595402515, 26.1716871397882, 
26.171688474211, 26.1715879142092, 26.171408914671, 26.171355129857, 26.1712114970888, 26.1712329422358, 26.1711483862388, 26.171074667005, 26.1710189905394, 26.1709256803926, 26.1709194879537, 26.1709882955674, 26.170983862701, 26.170977252283, 26.1710498554652))"
Lauderhill_17th Street Park,Lauderhill,17th Street Park,0.088670424,NA,NA,NA,NA,NA,"list(c(-80.1903861230316, -80.1903531379104, -80.190016342463, -80.1899772811353, -80.1899581844859, -80.1899347476894, -80.1899234633058, -80.1899243313353, -80.1899364837482, -80.1899495041912, -80.1899824893124, -80.1900363071413, -80.1901083535902, -80.1902090450126, -80.1902836955498, -80.1903253609663, -80.1903678944116, -80.1904026155922, -80.1904243163293, -80.1904295245064, -80.1904251843593, -80.1904112958869, -80.1903861230316, 26.1476029922788, 26.1476123426411, 26.1476185762159, 26.1476100050514, 
26.1475975379005, 26.1475772787788, 26.1475515652731, 26.1475102678134, 26.1474892294785, 26.1474619575579, 26.1474510487879, 26.1474471527983, 26.1474471527983, 26.1474440360069, 26.1474432568084, 26.1474463735999, 26.1474494903923, 26.1474572823704, 26.147478320711, 26.1475141638009, 26.1475523444708, 26.147582733158, 26.1476029922788))"
Lauderhill_Boulevard Woods Park,Lauderhill,Boulevard Woods Park,0.20120797647468874,NA,NA,NA,NA,NA,"list(c(-80.2439229073846, -80.2439263670432, -80.2438156579559, -80.2436645861805, -80.2434939096706, -80.2433209267215, -80.2433197735015, -80.2433670555076, -80.243409724635, -80.2434477808839, -80.2439229073846, 26.1827980039374, 26.1829232254161, 26.1829221905287, 26.1829221905287, 26.1829221905287, 26.1829273649668, 26.1825537699224, 26.1825403163386, 26.1825247929716, 26.1824958160129, 26.1827980039374))"
Lauderhill_Herbert Sadkin Community Center,Lauderhill,Herbert Sadkin Community Center,0.2518707955283193,NA,NA,NA,NA,NA,"list(c(-80.2052616673515, -80.2047996905536, -80.2048116382297, -80.204658973483, -80.2045979075845, -80.2052298068825, -80.2052616673515, 26.1401132187872, 26.1401680388126, 26.1403539500139, 26.1403706343378, 26.1398677200943, 26.1398117081844, 26.1401132187872))"
Lauderhill_Ilene Lieberman Botanical Gardens,Lauderhill,Ilene Lieberman Botanical Gardens,1.1329782660829038,NA,NA,NA,NA,NA,"list(c(-80.2365871466575, -80.2360722491211, -80.2367399549583, -80.2369293043752, -80.2370920784347, -80.2370356058016, -80.2372980374494, -80.2377531404327, -80.2370754688369, -80.2368429344656, -80.2365871466575, 26.171058998085, 26.1707370106956, 26.169932038332, 26.1698396152233, 26.1695742710533, 26.1695116616662, 26.169222465492, 26.1695444570641, 26.1703464507248, 26.1706266999966, 26.171058998085))"
Lauderhill_Jackie Gleason Park,Lauderhill,Jackie Gleason Park,1.3554143067964914,NA,NA,NA,NA,NA,"list(c(-80.2464331868698, -80.2453377890806, -80.2454511060932, -80.246645293073, -80.2464331868698, 26.1893469038747, 26.1893469038747, 26.188275306671, 26.1882857358892, 26.1893469038747))"
Lauderhill_James D. Bradley Jr. Park,Lauderhill,James D. Bradley Jr. Park,1.6631996282162853,NA,NA,NA,NA,NA,"list(c(-80.187646371535, -80.1869366069977, -80.1868884131091, -80.1876244652223, -80.187646371535, 26.1466944921745, 26.146690559252, 26.1446257566293, 26.1446139576523, 26.1466944921745))"
Lauderhill_John E. Mullin Park & The Lauderhill Aquatic Center,Lauderhill,John E. Mullin Park & The Lauderhill Aquatic Center,12.434100057579107,5,2,5,4,3,"list(c(-80.2233577062113, -80.2199817762379, -80.2199190931878, -80.2199006860758, -80.2207966558867, -80.2232860684399, -80.2233577062113, 26.1535914950924, 26.1536557982621, 26.1509228823035, 26.1503173119106, 26.1503039483291, 26.1503119864536, 26.1535914950924))"
Lauderhill_Lauderhill 6-12 School Field,Lauderhill,Lauderhill 6-12 School Field,6.399398111741435,NA,NA,NA,NA,NA,"list(c(-80.218957816846, -80.2189642154186, -80.2183819453111, -80.2169678607645, -80.2164815692463, -80.216155242043, -80.2159184948564, -80.2175117394366, -80.2174925437185, -80.218957816846, 26.148622350027, 26.1513678081146, 26.1514424744828, 26.1519421635609, 26.1512127316588, 26.1506785778465, 26.1503971409839, 26.1503971409839, 26.148656812244, 26.148622350027))"
Lauderhill_Lauderhill Golf Course,Lauderhill,Lauderhill Golf Course,5.763962314673032,NA,NA,NA,NA,NA,"list(c(-80.2104688583257, -80.2105868755226, -80.210490315998, -80.2095998226047, -80.2092994151951, -80.2068103252296, -80.2066279350165, -80.2066064773441, -80.2079904971961, -80.2098465858341, -80.2104688583257, 26.1477751996879, 26.1484589881457, 26.1495857857366, 26.1496532006316, 26.1485649268439, 26.1480544940489, 26.1478233539361, 26.1467158012082, 26.1471877162639, 26.1477463071299, 26.1477751996879))"
Lauderhill_Lauderhill Sports Park,Lauderhill,Lauderhill Sports Park,5.881884457755334,NA,NA,NA,NA,NA,"list(c(-80.2512018314166, -80.2475191654574, -80.2478068737353, -80.2511802532954, -80.2512018314166, 26.1662833106819, 26.1658314189161, 26.164662947804, 26.1644563660578, 26.1662833106819))"
Lauderhill_Maye Frances Brooks Jenkins Park,Lauderhill,Maye Frances Brooks Jenkins Park,0.5196514919127289,NA,NA,NA,NA,NA,"list(c(-80.1994930686667, -80.1995090070162, -80.1987094331674, -80.1986602899242, -80.1986284132258, -80.1986377105965, -80.1986749000775, -80.1987041203844, -80.1987240433207, -80.1987625609978, -80.198929913664, -80.1991185174622, -80.199285870128, -80.1992871983238, -80.1994930686667, 26.124650602638, 26.1249833110355, 26.1250011985563, 26.1249761560255, 26.1249427659765, 26.1246994953292, 26.1245170420118, 26.1244037538605, 26.1243810962169, 26.1243715561553, 26.1243667861242, 26.1243596310772, 
26.1243620160929, 26.1246517951433, 26.124650602638))"
Lauderhill_Meditation Park,Lauderhill,Meditation Park,26.375942491974357,4,4,4,4,4,"list(c(-80.2285032577416, -80.2281628573874, -80.2281444566595, -80.2276200359075, -80.2271600177035, -80.2267920031408, -80.2264331889422, -80.2253475459816, -80.2251359376076, -80.2248691270496, -80.2245011124869, -80.2242711033849, -80.2239950915396, -80.2236822791617, -80.2235442737003, -80.2232866635063, -80.2231762591377, -80.223111856589, -80.2231578584089, -80.2232774631423, -80.223369466783, -80.2234062682389, -80.2233418656903, -80.2231670587729, -80.2229922518556, -80.222891047851, -80.2227530423896, 
-80.2227438420256, -80.222891047851, -80.2225506343803, -80.2219250096237, -80.2216673994297, -80.2213177855943, -80.2206645597457, -80.2206277582891, -80.2206369464593, -80.2205909446386, -80.2205725439106, -80.2205449428186, -80.2205541431826, -80.2206369464593, -80.2207105493719, -80.2209497588379, -80.2212809719446, -80.2216029846865, -80.2219525985219, -80.2221826076232, -80.2223758152692, -80.2225230210938, -80.2226518261912, -80.2228542342005, -80.2229922396618, -80.2239122760691, -80.2246207041024, 
-80.2251451248551, -80.2258627532524, -80.2262951703637, -80.2265619809217, -80.226966796941, -80.2273716129603, -80.2276476238823, -80.2285032577416, 26.1676244291392, 26.1678969208186, 26.1679712372, 26.1681198698206, 26.1681033550938, 26.1680703256346, 26.1679712372, 26.1676409418088, 26.167566625217, 26.1675335956056, 26.167508823391, 26.1675170807965, 26.1676161691678, 26.1677895744019, 26.1679216925016, 26.1682354723901, 26.1685162221, 26.1687804565043, 26.1693171807939, 26.1701429056459, 26.1707456810954, 
26.1712741391996, 26.1715466244739, 26.171786080704, 26.1719016800871, 26.1718686517038, 26.1719347084617, 26.172479675285, 26.1725457316966, 26.1725374746473, 26.1725374746473, 26.1725539887453, 26.1726943584858, 26.1727686718093, 26.1711255105999, 26.1705640256419, 26.1694740715391, 26.1683345631736, 26.1676904883016, 26.16744276625, 26.1672363308046, 26.1670133801134, 26.1667739140814, 26.166550962506, 26.1664188428526, 26.1662206630925, 26.1660720280511, 26.165832560086, 26.1656096067109, 26.1656426368672, 
26.1659399078551, 26.165964680403, 26.1660885430649, 26.1661215730855, 26.1662206630925, 26.1663445254818, 26.1663692979445, 26.1664353578179, 26.166517932607, 26.1664766452195, 26.1668564886307, 26.1676244291392))"
